
/Random/random-5-10-1-strongly-corr.in;5;1473.000000;1.001232;1473.000000;1.000744;1473.000000;1.000875;1473.000000;1.004202;1473.000000;1.009557;1473.000000;1473.000000;0.008;0.008;5.017
/Random/random-5-10-1-uncorr.in;5;1576.000000;1.003675;1576.000000;1.002006;1576.000000;1.000378;1576.000000;1.010562;1576.000000;1.002944;1576.000000;1576.000000;0.007;0.007;5.020
/Random/random-5-10-2-strongly-corr.in;5;1670.000000;1.001963;1670.000000;1.009102;1670.000000;1.007628;1670.000000;1.003849;1670.000000;1.020487;1670.000000;1670.000000;0.007;0.007;5.043
/Random/random-5-10-2-uncorr.in;5;1629.000000;1.007466;1629.000000;1.009327;1629.000000;1.001359;1629.000000;1.010209;1629.000000;1.001117;1629.000000;1629.000000;0.006;0.006;5.029
/Random/random-5-10-3-strongly-corr.in;5;2279.000000;1.008519;2279.000000;1.011039;2279.000000;1.003977;2279.000000;1.003634;2279.000000;1.002948;2279.000000;2279.000000;0.007;0.007;5.030
/Random/random-5-10-3-uncorr.in;5;2259.000000;1.003660;2259.000000;1.002969;2259.000000;1.001211;2259.000000;1.003307;2259.000000;1.010576;2259.000000;2259.000000;0.007;0.007;5.022
/Random/random-10-20-1-strongly-corr.in;5;1703.000000;2.007479;1703.000000;2.003406;1703.000000;2.005458;1703.000000;2.004457;1703.000000;2.014920;1703.000000;1703.000000;0.040;0.040;10.036
/Random/random-10-20-1-uncorr.in;5;1820.000000;2.002066;1820.000000;2.006662;1820.000000;2.000233;1820.000000;2.004890;1820.000000;2.000592;1820.000000;1820.000000;0.063;0.063;10.014
/Random/random-10-20-2-strongly-corr.in;5;1945.000000;2.001652;1945.000000;2.000419;1945.000000;2.003870;1945.000000;2.000794;1945.000000;2.006959;1945.000000;1945.000000;0.035;0.035;10.014
/Random/random-10-20-2-uncorr.in;5;1793.000000;2.023516;1793.000000;2.001867;1793.000000;2.000929;1793.000000;2.001701;1793.000000;2.013346;1793.000000;1793.000000;0.060;0.060;10.041
/Random/random-10-20-3-strongly-corr.in;5;1194.000000;2.001330;1194.000000;2.001713;1194.000000;2.008115;1194.000000;2.000348;1194.000000;2.004709;1194.000000;1194.000000;0.045;0.045;10.016
/Random/random-10-20-3-uncorr.in;5;1270.000000;2.012333;1270.000000;2.005480;1270.000000;2.003172;1270.000000;2.000758;1270.000000;2.000833;1270.000000;1270.000000;0.029;0.029;10.023
/Random/random-20-50-1-strongly-corr.in;5;2260.000000;5.000155;2260.000000;5.000093;2441.000000;5.002049;2260.000000;5.005052;2441.000000;5.007765;2260.000000;2332.400000;0.335;0.335;25.015
/Random/random-20-50-1-uncorr.in;5;2540.000000;5.001180;2361.000000;5.034479;2637.000000;5.006584;2540.000000;5.001376;1998.000000;5.007778;1998.000000;2415.200000;0.781;1.861;25.051
/Random/random-20-50-2-strongly-corr.in;5;2307.000000;5.014670;2307.000000;5.003448;2414.000000;5.004644;2307.000000;5.056839;2307.000000;5.001016;2307.000000;2328.400000;0.196;0.196;25.081
/Random/random-20-50-2-uncorr.in;5;2099.000000;5.001610;2425.000000;5.006349;2099.000000;5.005424;2099.000000;5.061291;2099.000000;5.014882;2099.000000;2164.200000;0.560;0.560;25.090
/Random/random-20-50-3-strongly-corr.in;5;2726.000000;5.004002;2726.000000;5.002637;2975.000000;5.018919;2726.000000;5.017488;2827.000000;5.003911;2726.000000;2796.000000;2.433;2.433;25.047
/Random/random-20-50-3-uncorr.in;5;2526.000000;5.000926;2664.000000;5.006810;2526.000000;5.000129;2526.000000;5.001204;2526.000000;5.006112;2526.000000;2553.600000;0.333;0.333;25.015
/Random/random-30-100-1-strongly-corr.in;5;3032.000000;10.043871;3205.000000;10.003911;3185.000000;10.029499;3513.000000;10.005768;3435.000000;10.011777;3032.000000;3274.000000;1.964;1.964;50.095
/Random/random-30-100-1-uncorr.in;5;2735.000000;10.021832;3190.000000;10.012562;2453.000000;10.028149;2466.000000;10.097977;2429.000000;10.054753;2429.000000;2654.600000;4.930;17.403;50.215
/Random/random-30-100-2-strongly-corr.in;5;2625.000000;10.001271;3223.000000;10.055140;3200.000000;10.060661;2853.000000;10.002583;2680.000000;10.050013;2625.000000;2916.200000;2.809;2.809;50.170
/Random/random-30-100-2-uncorr.in;5;2275.000000;10.002009;2253.000000;10.031419;2382.000000;10.005504;1884.000000;10.076090;1939.000000;10.003073;1884.000000;2146.600000;2.978;6.643;50.118
/Random/random-30-100-3-strongly-corr.in;5;2917.000000;10.044623;2818.000000;10.002446;2723.000000;10.008396;2336.000000;10.003136;3087.000000;10.029984;2336.000000;2776.200000;9.310;23.830;50.089
/Random/random-30-100-3-uncorr.in;5;1639.000000;10.001445;2489.000000;10.000158;1999.000000;10.018305;1865.000000;10.024583;1816.000000;10.001288;1639.000000;1961.600000;2.948;2.948;50.046
