
/Random/random-5-10-1-strongly-corr.in;30;1473.000000;0.007371;1.012483;1473.000000;0.008795;1.010703;1473.000000;0.007867;1.014814;1473.000000;0.008138;1.016236;1473.000000;0.008489;1.001125;1473.000000;0.008544;2.675398;1473.000000;0.008474;1.023779;1473.000000;0.008431;1.001822;1473.000000;0.009731;1.015527;1473.000000;0.009137;1.016345;1473.000000;0.006586;1.005533;1473.000000;0.008060;1.006646;1473.000000;0.008292;1.000541;1473.000000;0.008178;1.001248;1473.000000;0.009130;1.001992;1473.000000;0.009345;1.002413;1473.000000;0.008972;1.004290;1473.000000;0.008330;1.026999;1473.000000;0.007798;1.001579;1473.000000;0.008236;1.005558;1473.000000;0.008317;1.003005;1473.000000;0.008538;1.017477;1473.000000;0.007842;1.019925;1473.000000;0.008589;1.014634;1473.000000;0.009240;1.019494;1473.000000;0.008050;1.008485;1473.000000;0.007776;1.011251;1473.000000;0.008842;1.019721;1473.000000;0.007817;1.012433;1473.000000;0.008286;1.022313;1473.000000;1473.000000;0.007;0.008;0.007;31.994
/Random/random-5-10-1-uncorr.in;30;1576.000000;0.005909;1.018325;1576.000000;0.008052;1.004780;1576.000000;0.008551;1.023568;1576.000000;0.007730;1.020631;1576.000000;0.007798;1.010941;1576.000000;0.008468;1.004829;1576.000000;0.008225;1.009503;1576.000000;0.006158;1.014032;1576.000000;0.008253;1.013203;1576.000000;0.008199;1.005829;1576.000000;0.008907;1.021161;1576.000000;0.007751;1.008050;1576.000000;0.007979;1.009016;1576.000000;0.008080;1.028611;1576.000000;0.007813;1.002984;1576.000000;0.008578;1.006872;1576.000000;0.009187;1.001716;1576.000000;0.008357;1.012151;1576.000000;0.008487;1.020664;1576.000000;0.008609;1.004105;1576.000000;0.008044;1.007672;1576.000000;0.008110;1.023723;1576.000000;0.007729;4.406922;1576.000000;0.007751;1.007222;1576.000000;0.009412;1.017612;1576.000000;0.009223;1.037782;1576.000000;0.009388;1.007568;1576.000000;0.008653;1.008099;1576.000000;0.008104;1.021781;1576.000000;0.007717;1.015277;1576.000000;1576.000000;0.006;0.008;0.006;33.795
/Random/random-5-10-2-strongly-corr.in;30;1670.000000;0.005936;1.016803;1670.000000;0.008183;1.019151;1670.000000;0.007596;1.008604;1670.000000;0.009031;1.004366;1670.000000;0.008728;1.005083;1670.000000;0.008414;1.011617;1670.000000;0.007728;1.019584;1670.000000;0.007814;1.012846;1670.000000;0.007595;1.020666;1670.000000;0.007693;1.021050;1670.000000;0.007721;1.009178;1670.000000;0.008467;1.000180;1670.000000;0.007764;1.023088;1670.000000;0.008053;1.012955;1670.000000;0.008430;1.040623;1670.000000;0.006101;1.017940;1670.000000;0.006063;1.004995;1670.000000;0.008157;1.000551;1670.000000;0.008179;1.007512;1670.000000;0.008427;1.022880;1670.000000;0.008400;1.020215;1670.000000;0.008660;1.007099;1670.000000;0.009496;1.010112;1670.000000;0.008922;1.008759;1670.000000;0.008773;2.975870;1670.000000;0.008796;1.023722;1670.000000;0.008298;1.026324;1670.000000;0.008527;1.005492;1670.000000;0.008857;1.017144;1670.000000;0.007711;1.010794;1670.000000;1670.000000;0.006;0.008;0.006;32.385
/Random/random-5-10-2-uncorr.in;30;1629.000000;0.005920;1.010990;1629.000000;0.006051;1.013837;1629.000000;0.008220;1.008718;1629.000000;0.008885;1.006597;1629.000000;0.009165;1.008003;1629.000000;0.007684;1.004356;1629.000000;0.009049;1.010241;1629.000000;0.007810;1.015103;1629.000000;0.008001;1.019944;1629.000000;0.007786;1.005617;1629.000000;0.008158;1.007785;1629.000000;0.008290;1.000555;1629.000000;0.007874;1.021342;1629.000000;0.007688;1.003131;1629.000000;0.009076;1.020775;1629.000000;0.008012;1.002780;1629.000000;0.008752;1.005027;1629.000000;0.008911;1.005130;1629.000000;0.008339;1.021885;1629.000000;0.008308;1.011546;1629.000000;0.008064;1.008324;1629.000000;0.008038;1.009219;1629.000000;0.008524;1.008494;1629.000000;0.007966;1.030587;1629.000000;0.008511;1.029635;1629.000000;0.007903;1.010686;1629.000000;0.008593;2.807436;1629.000000;0.008528;1.004835;1629.000000;0.008533;1.014036;1629.000000;0.008582;1.019162;1629.000000;1629.000000;0.006;0.008;0.006;32.146
/Random/random-5-10-3-strongly-corr.in;30;2279.000000;0.006290;1.010542;2279.000000;0.007416;1.000503;2279.000000;0.008116;1.015587;2279.000000;0.007660;1.000738;2279.000000;0.007763;1.015698;2279.000000;0.007993;1.024937;2279.000000;0.007867;1.015360;2279.000000;0.008799;1.032660;2279.000000;0.007945;1.009477;2279.000000;0.008037;1.002930;2279.000000;0.007814;1.011464;2279.000000;0.007947;1.025527;2279.000000;0.008140;1.025259;2279.000000;0.007866;1.007343;2279.000000;0.007514;1.014192;2279.000000;0.007807;1.002101;2279.000000;0.008224;1.013623;2279.000000;0.008025;1.015616;2279.000000;0.007713;1.012973;2279.000000;0.007413;1.023327;2279.000000;0.007813;1.006875;2279.000000;0.007719;1.002325;2279.000000;0.007969;1.003525;2279.000000;0.007453;1.018721;2279.000000;0.008912;1.012855;2279.000000;0.008058;1.010615;2279.000000;0.006330;1.008984;2279.000000;0.008721;1.014371;2279.000000;0.007908;3.062435;2279.000000;0.008391;1.004891;2279.000000;2279.000000;0.006;0.008;0.006;32.425
/Random/random-5-10-3-uncorr.in;30;2259.000000;0.006201;1.003681;2259.000000;0.008669;1.003854;2259.000000;0.009161;1.008342;2259.000000;0.005788;1.010810;2259.000000;0.008103;1.007569;2259.000000;0.007925;1.012877;2259.000000;0.007464;1.012781;2259.000000;0.008849;1.008840;2259.000000;0.007908;1.012667;2259.000000;0.007532;1.008550;2259.000000;0.008504;1.012462;2259.000000;0.007525;1.008615;2259.000000;0.007967;1.005614;2259.000000;0.008562;1.001798;2259.000000;0.008854;1.021628;2259.000000;0.007599;1.028605;2259.000000;0.007625;1.002737;2259.000000;0.009321;1.022600;2259.000000;0.008169;1.002621;2259.000000;0.008098;1.002418;2259.000000;0.008387;1.022104;2259.000000;0.007732;1.019396;2259.000000;0.007718;1.011147;2259.000000;0.008954;1.009207;2259.000000;0.005968;1.012636;2259.000000;0.006935;1.009303;2259.000000;0.009481;1.003894;2259.000000;0.009069;1.007389;2259.000000;0.007624;1.005058;2259.000000;0.007856;1.013315;2259.000000;2259.000000;0.006;0.008;0.006;30.313
/Random/random-10-20-1-strongly-corr.in;30;1703.000000;0.049880;3.036071;1703.000000;0.030255;2.086458;1703.000000;0.057053;2.019822;1703.000000;0.071132;2.151915;1703.000000;0.109439;2.048248;1703.000000;0.032069;2.075042;1703.000000;0.073088;2.165152;1703.000000;0.018012;2.002426;1703.000000;0.044834;2.034787;1703.000000;0.094128;2.111869;1703.000000;0.053361;2.134695;1703.000000;0.075613;2.315313;1703.000000;0.057850;2.054757;1703.000000;0.065111;2.017821;1703.000000;0.073732;2.199910;1703.000000;0.092860;2.295203;1703.000000;0.066532;3.051921;1703.000000;0.067006;2.017155;1703.000000;0.031102;2.165432;1703.000000;0.065403;2.012858;1703.000000;0.042503;2.023572;1703.000000;0.073978;2.351240;1703.000000;0.070741;2.103188;1703.000000;0.061088;2.060265;1703.000000;0.064710;2.038750;1703.000000;0.073379;2.079323;1703.000000;0.068912;2.151742;1703.000000;0.015456;2.029151;1703.000000;0.085864;2.010973;1703.000000;0.058642;2.078346;1703.000000;1703.000000;0.050;0.061;0.050;64.923
/Random/random-10-20-1-uncorr.in;30;1820.000000;0.099169;2.068492;1820.000000;0.020567;2.014971;1820.000000;0.050076;3.008342;1820.000000;0.043873;2.064903;1820.000000;0.070039;2.176503;1820.000000;0.080605;2.040750;1820.000000;0.049808;2.088291;1820.000000;0.070014;2.022606;1820.000000;0.031461;2.010238;1820.000000;0.050694;2.265540;1820.000000;0.031699;2.106227;1820.000000;0.116235;2.153438;1820.000000;0.061066;2.031609;1820.000000;0.071127;2.041307;1820.000000;0.070970;2.025617;1820.000000;0.034619;2.134218;1820.000000;0.049489;2.004647;1820.000000;0.029277;2.078725;1820.000000;0.060504;3.588452;1820.000000;0.065589;2.418913;1820.000000;0.109978;2.061494;1820.000000;0.072442;2.034163;1820.000000;0.071140;2.036853;1820.000000;0.022664;2.022937;1820.000000;0.109534;2.260949;1820.000000;0.057345;2.210966;1820.000000;0.067787;2.181963;1820.000000;0.112546;2.025419;1820.000000;0.031485;2.003449;1820.000000;0.064943;2.023910;1820.000000;1820.000000;0.099;0.063;0.099;65.206
/Random/random-10-20-2-strongly-corr.in;30;1945.000000;0.029173;2.015373;1945.000000;0.027997;2.006766;1945.000000;0.072565;2.054353;1945.000000;0.089319;2.153019;1945.000000;0.080700;3.256179;1945.000000;0.100799;2.067926;1945.000000;0.032527;2.050546;1945.000000;0.030827;2.071092;1945.000000;0.067854;2.622303;1945.000000;0.068592;2.006826;1945.000000;0.024080;2.013881;1945.000000;0.052552;2.417380;1945.000000;0.077223;2.011057;1945.000000;0.105656;2.072117;1945.000000;0.022631;2.043976;1945.000000;0.030073;2.014685;1945.000000;0.034929;2.276564;1945.000000;0.061495;2.042858;1945.000000;0.069726;2.037215;1945.000000;0.049542;2.026603;1945.000000;0.035277;3.006063;1945.000000;0.031841;2.015617;1945.000000;0.089910;2.027330;1945.000000;0.079501;2.116923;1945.000000;0.080381;2.049015;1945.000000;0.025507;2.007342;1945.000000;0.072200;2.076793;1945.000000;0.066482;2.055862;1945.000000;0.077385;2.005122;1945.000000;0.052876;2.159699;1945.000000;1945.000000;0.029;0.058;0.029;64.780
/Random/random-10-20-2-uncorr.in;30;1793.000000;0.037751;2.035745;1793.000000;0.066942;2.025541;1793.000000;0.065813;2.010846;1793.000000;0.046527;2.021543;1793.000000;0.030137;2.040701;1793.000000;0.041537;2.298108;1793.000000;0.077817;2.054623;1793.000000;0.078178;2.023166;1793.000000;0.039737;2.009148;1793.000000;0.065774;2.091735;1793.000000;0.088641;2.036310;1793.000000;0.115092;2.033980;1793.000000;0.052373;2.023938;1793.000000;0.068744;2.028125;1793.000000;0.035933;3.436681;1793.000000;0.082726;2.027137;1793.000000;0.038029;2.082868;1793.000000;0.033152;2.000345;1793.000000;0.069371;2.798182;1793.000000;0.071541;2.006070;1793.000000;0.027151;2.006754;1793.000000;0.038423;2.025499;1793.000000;0.069367;2.005917;1793.000000;0.065420;2.050057;1793.000000;0.031740;2.033983;1793.000000;0.083511;2.064977;1793.000000;0.038679;2.171350;1793.000000;0.065745;2.127114;1793.000000;0.024894;2.012785;1793.000000;0.042105;2.003203;1793.000000;1793.000000;0.038;0.056;0.038;63.586
